NO,DOMAIN,REACTION_TYPE,SCENE_NUM,SCENE_TYPE,TEXT
20,취업준비10,정서,3,세부 시나리오(정서) - Scene 1,"백설은 계획한 일을 끝내지 못한 날마다 죄책감과 무기력감을 느낀다. 하지만 그 감정을 오래 느끼기 싫어 “오늘은 컨디션이 안 좋았던 거야”라고 넘기거나, 아무렇지 않은 척한다."
20,취업준비10,정서,4,세부 시나리오(정서) - Scene 2,그러다 가족이나 친구가 오늘 뭐 했냐고 물으면 괜히 방어적으로 반응한다. 근데 마음 한 켠에서 자꾸 불편한 마음이 올라온다. 나는 단 한번도 무언가를 제대로 끝을 내본 적이 없구나.
20,취업준비10,행동,1,공통 시나리오 - Scene 1,"백설은 아침에 일어나 공부하고, 자기소개서를 쓰고, 채용공고를 확인하겠다는 계획을 세운다."
20,취업준비10,행동,2,공통 시나리오 - Scene 2,"하지만 막상 하루가 시작되면 휴대폰을 보거나 다른 일을 하다 시간이 지나가고, 계획한 일을 다 끝내지 못한 채 하루가 마무리된다. 다음 날 다시 잘해보려 하지만 비슷한 패턴이 반복된다."
20,취업준비10,행동,3,세부 시나리오(행동) - Scene 1,"백설은 다음 날부터 다시 잘해보려고 계획표를 새로 만들지만, 막상 시작 시간이 되면 휴대폰을 보거나 쉬운 일부터 하며 미룬다."
20,취업준비10,행동,4,세부 시나리오(행동) - Scene 2,해야 할 일을 떠올릴수록 부담이 커져 책상 정리나 자료 정리처럼 덜 부담스러운 행동으로 빠진다. 하루가 끝날 무렵에야 급하게 몇 가지를 처리한다.
21,연인1,인지,1,공통 시나리오 - Scene 1,백설은 아침에 연인에게 짧은 연락을 받은 뒤 하루 종일 추가 연락을 받지 못한다.
21,연인1,인지,2,공통 시나리오 - Scene 2,"바쁜 하루였을 수 있다는 것은 알지만, 시간이 지날수록 휴대폰을 자꾸 확인하게 되고 자신만 기다리는 것 같은 기분이 든다."
21,연인1,인지,3,세부 시나리오(인지) - Scene 1,"백설은 연인이 왜 연락을 하지 않는지 계속 이유를 찾는다. 일이 바쁜 건지, 자신에게 마음이 식은 건지, 혹은 자신이 너무 연락에 집착하는 건지 여러 가능성을 떠올린다."
21,연인1,인지,4,세부 시나리오(인지) - Scene 2,시간이 지날수록 단순한 연락 문제를 관계 전체의 문제처럼 해석하게 된다. 자신이 섭섭하게 한 행동이 있는지도 떠올려본다.
21,연인1,정서,1,공통 시나리오 - Scene 1,백설은 아침에 연인에게 짧은 연락을 받은 뒤 하루 종일 추가 연락을 받지 못한다.
21,연인1,정서,2,공통 시나리오 - Scene 2,"바쁜 하루였을 수 있다는 것은 알지만, 시간이 지날수록 휴대폰을 자꾸 확인하게 되고 자신만 기다리는 것 같은 기분이 든다."
21,연인1,정서,3,세부 시나리오(정서) - Scene 1,"백설은 서운함과 불안함이 올라오지만, 자신이 정확히 무엇 때문에 힘든지 잘 정리되지 않는다."
21,연인1,정서,4,세부 시나리오(정서) - Scene 2,"괜찮은 척하려 하지만 마음은 점점 가라앉고, 연인이 뒤늦게 연락했을 때 반갑기보다 쿨한척 대답해보지만, 나도 모르게 은근히 연인에게 불편함을 전달하게 된다."
21,연인1,행동,1,공통 시나리오 - Scene 1,백설은 아침에 연인에게 짧은 연락을 받은 뒤 하루 종일 추가 연락을 받지 못한다.
21,연인1,행동,2,공통 시나리오 - Scene 2,"바쁜 하루였을 수 있다는 것은 알지만, 시간이 지날수록 휴대폰을 자꾸 확인하게 되고 자신만 기다리는 것 같은 기분이 든다."
21,연인1,행동,3,세부 시나리오(행동) - Scene 1,"연인은 한참뒤에 답이 왔다. 백설은 메시지가 온 것을 확인했지만, 바로 답하지 않는다."
21,연인1,행동,4,세부 시나리오(행동) - Scene 2,"일부로 알림을 꺼두기도 하였다. 마음을 가라앉히려고 다른 일을 시작하지만 집중하지 못하고, 결국 참다 못해 짧고 차가운 메시지를 보내게 된다."
22,연인2,인지,1,공통 시나리오 - Scene 1,"연인은 친한 이성친구와 둘이 밥을 먹기로 했다고 말한다. 특별한 일이 아니라는 듯 이야기하지만, 백설은 그 말을 듣고 마음이 편하지 않다."
22,연인2,인지,2,공통 시나리오 - Scene 2,"믿지 못하는 사람이 되고 싶지는 않지만, 신경 쓰이는 마음도 쉽게 사라지지 않는다. 왜 나랑 미리 상의해주지 않은 거지 라는 생각이 든다."
22,연인2,인지,3,세부 시나리오(인지) - Scene 1,"백설은 둘이 얼마나 친한지, 왜 굳이 단둘이 먹는지, 자신이 불편해하는 게 합리적인지 계속 스스로 따져본다."
22,연인2,인지,4,세부 시나리오(인지) - Scene 2,"질투하는 사람처럼 보이고 싶지 않아 스스로를 설득하려 하지만, 생각할수록 연인의 말과 상황을 더 세세하게 해석하게 된다."
22,연인2,정서,1,공통 시나리오 - Scene 1,"연인은 친한 이성친구와 둘이 밥을 먹기로 했다고 말한다. 특별한 일이 아니라는 듯 이야기하지만, 백설은 그 말을 듣고 마음이 편하지 않다."
22,연인2,정서,2,공통 시나리오 - Scene 2,"믿지 못하는 사람이 되고 싶지는 않지만, 신경 쓰이는 마음도 쉽게 사라지지 않는다. 왜 나랑 미리 상의해주지 않은 거지 라는 생각이 든다."
22,연인2,정서,3,세부 시나리오(정서) - Scene 1,"백설은 질투, 서운함, 불안함이 섞여 올라오지만 그런 감정을 인정하기가 싫다. 쿨한 척 “다녀와”라고 말하지만 마음은 편하지 않고, 이후 연인이 별일 아니라는 듯 말하면 괜히 말투가 딱딱해진다."
22,연인2,정서,4,세부 시나리오(정서) - Scene 2,"편하지 않은 마음은 계속 지속된다. 연인과 이성친구와 즐겁게 노는 상상이 되면서, 불편한 마음은 더욱 커져만 간다."
22,연인2,행동,1,공통 시나리오 - Scene 1,"연인은 친한 이성친구와 둘이 밥을 먹기로 했다고 말한다. 특별한 일이 아니라는 듯 이야기하지만, 백설은 그 말을 듣고 마음이 편하지 않다."
22,연인2,행동,2,공통 시나리오 - Scene 2,"믿지 못하는 사람이 되고 싶지는 않지만, 신경 쓰이는 마음도 쉽게 사라지지 않는다. 왜 나랑 미리 상의해주지 않은 거지 라는 생각이 든다."
22,연인2,행동,3,세부 시나리오(행동) - Scene 1,"백설은 연인에게 더 묻고 싶지만 캐묻는 것처럼 보일까 봐 질문을 멈춘다. 대신 SNS나 이전 대화를 확인하거나, 그 시간대에 연인의 연락 여부를 계속 살핀다."
22,연인2,행동,4,세부 시나리오(행동) - Scene 2,"불편함이 커지면 먼저 연락하지 않고 거리를 두려 한다. 그러다가 친구의 연락이 오면 또 즐겁게 놀았다가, 또 연인의 프로필 사진을 보며 다시 또 기분이 안 좋아지기를 반복한다. 갑자기 해야 할 일이 생각나서 방에 나설 준비를 한다."
23,연인3,인지,1,공통 시나리오 - Scene 1,연인은 이성친구가 포함된 술자리에 간다고 말한다.
23,연인3,인지,2,공통 시나리오 - Scene 2,"누구와 가는지, 몇 시에 끝나는지, 얼마나 마실 건지 궁금하지만 너무 캐묻는 사람처럼 보일까 봐 망설이게 된다. 백설은 괜찮다고 말하면서도 그날 밤 내내 마음이 불편하다."
23,연인3,인지,3,세부 시나리오(인지) - Scene 1,"백설은 술자리가 왜 이렇게 신경 쓰이는지 계속 생각한다. 술자리라는 상황이 문제인지, 이성친구가 있다는 점이 문제인지, 연인을 믿지 못하는 자신이 문제인지 따져본다."
23,연인3,인지,4,세부 시나리오(인지) - Scene 2,그러다 연애에서 어디까지 허용해야 하는지에 대한 기준을 계속 고민하게 된다. 계속 고민하게 될수록 자신의 부족함이 보이게 된다. 백설은 왜 이렇게 피곤한건지 모르겠다.
23,연인3,정서,1,공통 시나리오 - Scene 1,연인은 이성친구가 포함된 술자리에 간다고 말한다.
23,연인3,정서,2,공통 시나리오 - Scene 2,"누구와 가는지, 몇 시에 끝나는지, 얼마나 마실 건지 궁금하지만 너무 캐묻는 사람처럼 보일까 봐 망설이게 된다. 백설은 괜찮다고 말하면서도 그날 밤 내내 마음이 불편하다."
23,연인3,정서,3,세부 시나리오(정서) - Scene 1,"백설은 불안하고 초조하지만, 그 감정을 드러내면 집착하는 사람처럼 보일까 봐 참는다."
23,연인3,정서,4,세부 시나리오(정서) - Scene 2,"시간이 늦어질수록 마음이 진정되지 않고, 연인이 연락을 늦게 하면 걱정과 서운함이 한꺼번에 올라와 짜증 섞인 반응을 보이게 된다."
23,연인3,행동,1,공통 시나리오 - Scene 1,연인은 이성친구가 포함된 술자리에 간다고 말한다.
23,연인3,행동,2,공통 시나리오 - Scene 2,"누구와 가는지, 몇 시에 끝나는지, 얼마나 마실 건지 궁금하지만 너무 캐묻는 사람처럼 보일까 봐 망설이게 된다. 백설은 괜찮다고 말하면서도 그날 밤 내내 마음이 불편하다."
23,연인3,행동,3,세부 시나리오(행동) - Scene 1,"백설은 연인에게 연락하고 싶지만 참다가, 결국 짧은 메시지를 보낸다."
23,연인3,행동,4,세부 시나리오(행동) - Scene 2,답장이 늦으면 휴대폰을 계속 확인하거나 일부러 답장을 늦게 하며 거리를 둔다. 다음 날에는 아무 일 없던 것처럼 행동하려 하지만 대화를 피하게 된다.
24,연인4,인지,1,공통 시나리오 - Scene 1,"백설은 연인에게 서운했던 일을 이야기하지만, 연인은 왜 그렇게 느꼈는지, 어떤 점이 문제인지 계속 논리적으로 묻는다."
24,연인4,인지,2,공통 시나리오 - Scene 2,"백설은 틀린 말을 했다는 느낌보다 자신의 마음이 검증받는 것처럼 느껴지고, 연인 사이의 감정이 옳고 그름의 문제로 바뀌는 것 같아 답답하다."
24,연인4,인지,3,세부 시나리오(인지) - Scene 1,"백설은 자신이 한 말이 논리적으로 부족했는지, 감정 표현이 과했는지 계속 되짚는다. 연인의 질문에 맞춰 설명하려다 보니 정작 자신이 느낀 서운함보다 ‘내 말이 타당했는가’에 더 집중하게 된다."
24,연인4,인지,4,세부 시나리오(인지) - Scene 2,"결국 마음을 나누려던 대화가 혼자 해명하는 일처럼 느껴진다. 그러면서도 자신이 보인 부족함에 대해 생각을 하게 된다. '왜 나는 감정적 호소에만 집중하게 되는걸까?', 백설은 자신의 부족함이 오늘따라 더 크게 보인다."
24,연인4,정서,1,공통 시나리오 - Scene 1,"백설은 연인에게 서운했던 일을 이야기하지만, 연인은 왜 그렇게 느꼈는지, 어떤 점이 문제인지 계속 논리적으로 묻는다."
24,연인4,정서,2,공통 시나리오 - Scene 2,"백설은 틀린 말을 했다는 느낌보다 자신의 마음이 검증받는 것처럼 느껴지고, 연인 사이의 감정이 옳고 그름의 문제로 바뀌는 것 같아 답답하다."
24,연인4,정서,3,세부 시나리오(정서) - Scene 1,"백설은 답답하고 서운하지만, 대화가 길어질수록 자신이 무시당하는 느낌을 받는다. 처음에는 차분히 말하려 하지만 감정이 쌓이면서 “그게 중요한 게 아니잖아”라고 날카롭게 반응한다."
24,연인4,정서,4,세부 시나리오(정서) - Scene 2,이후에는 더 말해봤자 이해받지 못할 것 같아 감정을 닫아버린다. 집에 돌아가는 시간까지 백설은 좀처럼 마음을 달래지 못한다.
24,연인4,행동,1,공통 시나리오 - Scene 1,"백설은 연인에게 서운했던 일을 이야기하지만, 연인은 왜 그렇게 느꼈는지, 어떤 점이 문제인지 계속 논리적으로 묻는다."
24,연인4,행동,2,공통 시나리오 - Scene 2,"백설은 틀린 말을 했다는 느낌보다 자신의 마음이 검증받는 것처럼 느껴지고, 연인 사이의 감정이 옳고 그름의 문제로 바뀌는 것 같아 답답하다."
24,연인4,행동,3,세부 시나리오(행동) - Scene 1,백설은 대화를 이어가다가 갑자기 말을 멈추거나 자리를 피한다.
24,연인4,행동,4,세부 시나리오(행동) - Scene 2,"더 설명하는 것이 지쳐 휴대폰을 보거나 다른 일을 하며 대화를 중단하고, 이후 연인이 다시 이야기하자고 해도 바로 응하지 않는다. 백설은 혼란스러움을 느끼는 도중, 친구의 연락이 와서 친구와 대화를 하며 환기를 시킨다."
25,연인5,인지,1,공통 시나리오 - Scene 1,처음 만났을 때와 달리 연인은 데이트할 때 옷차림이나 외모에 점점 신경을 덜 쓰는 것처럼 보인다.
25,연인5,인지,2,공통 시나리오 - Scene 2,"백설은 편해진 관계라고 생각하려 하지만, 자신을 만나는 일이 예전만큼 특별하지 않은 것처럼 느껴져 속상하다."
25,연인5,인지,3,세부 시나리오(인지) - Scene 1,"백설은 연인이 정말 편해진 것인지, 자신을 덜 신경 쓰는 것인지 계속 비교한다. 예전 데이트 때의 모습과 지금의 모습을 떠올리며 마음이 식은 신호는 아닌지 해석한다."
25,연인5,인지,4,세부 시나리오(인지) - Scene 2,사소한 옷차림 문제였던 것이 점점 관계의 애정 문제처럼 느껴진다. 그러면서도 백설은 스스로 연인을 믿지 못하고 의심을 하게 되는 자신의 모습이 마음에 들지 않기 시작한다. 상황을 곡해하지 않고 있는 그대로 보고 싶은 백설이다.
25,연인5,정서,1,공통 시나리오 - Scene 1,처음 만났을 때와 달리 연인은 데이트할 때 옷차림이나 외모에 점점 신경을 덜 쓰는 것처럼 보인다.
25,연인5,정서,2,공통 시나리오 - Scene 2,"백설은 편해진 관계라고 생각하려 하지만, 자신을 만나는 일이 예전만큼 특별하지 않은 것처럼 느껴져 속상하다."
25,연인5,정서,3,세부 시나리오(정서) - Scene 1,"백설은 서운하고 민망하지만, 외모나 옷차림을 지적하는 사람이 되고 싶지 않아 감정을 참는다. 하지만 마음속에는 “나를 만나는 게 그렇게 편해졌나”라는 허전함이 남고, 연인이 별일 아니라는 듯 행동하면 말투가 차가워진다."
25,연인5,정서,4,세부 시나리오(정서) - Scene 2,"속상한 마음은 연인을 볼때마다 떠오르는데, 감정이 휘몰아치기 바쁘다. 빨리 감정을 어떻게 하고 싶다."
25,연인5,행동,1,공통 시나리오 - Scene 1,처음 만났을 때와 달리 연인은 데이트할 때 옷차림이나 외모에 점점 신경을 덜 쓰는 것처럼 보인다.
25,연인5,행동,2,공통 시나리오 - Scene 2,"백설은 편해진 관계라고 생각하려 하지만, 자신을 만나는 일이 예전만큼 특별하지 않은 것처럼 느껴져 속상하다."
25,연인5,행동,3,세부 시나리오(행동) - Scene 1,백설은 직접 말하지 못하고 연인의 옷차림이나 머리를 계속 살피게 된다. 데이트 중에도 기분이 풀리지 않아 대답이 짧아지거나 사진 찍기를 피한다.
25,연인5,행동,4,세부 시나리오(행동) - Scene 2,"나중에는 은근히 옷이나 미용실 이야기를 꺼내며 돌려 말하게 된다. 그러다 이렇게 돌려서 말하는 자신의 모습이 창피스럽기만 하다. 갑자기 짜증이 솟구치면서, 연인에게 화장실에 다녀오겠다고 말한 후 자리를 박차고 나간다."
26,연인6,인지,1,공통 시나리오 - Scene 1,백설은 힘든 일이 있을 때마다 연인에게 먼저 연락하고 위로를 바라게 된다.
26,연인6,인지,2,공통 시나리오 - Scene 2,"처음에는 자연스러운 의지라고 생각했지만, 시간이 지날수록 자신의 기분이 연인의 반응에 크게 흔들리는 것 같아 불안해진다. 힘든일이 있을 때 사람에게 의존하는 자신의 모습이 나약하기만 한 것 같다."
26,연인6,인지,3,세부 시나리오(인지) - Scene 1,백설은 자신이 연인에게 너무 의존적인 사람인지 계속 생각한다.
26,연인6,인지,4,세부 시나리오(인지) - Scene 2,"위로를 바라는 것이 자연스러운지, 아니면 부담을 주는 것인지 판단하려고 한다. 연인의 답장 속도나 말투를 보며 자신이 얼마나 중요한 사람인지 확인하려는 생각으로 이어진다."
26,연인6,정서,1,공통 시나리오 - Scene 1,백설은 힘든 일이 있을 때마다 연인에게 먼저 연락하고 위로를 바라게 된다.
26,연인6,정서,2,공통 시나리오 - Scene 2,"처음에는 자연스러운 의지라고 생각했지만, 시간이 지날수록 자신의 기분이 연인의 반응에 크게 흔들리는 것 같아 불안해진다. 힘든일이 있을 때 사람에게 의존하는 자신의 모습이 나약하기만 한 것 같다."
26,연인6,정서,3,세부 시나리오(정서) - Scene 1,"백설은 외롭고 불안하지만, 그런 마음을 인정하면 자신이 약한 사람처럼 느껴진다."
26,연인6,정서,4,세부 시나리오(정서) - Scene 2,"위로받고 싶은 마음과 부담 주기 싫은 마음이 부딪히면서 감정이 복잡해지고, 연인이 충분히 반응해주지 않으면 서운함이 크게 올라온다."
26,연인6,행동,1,공통 시나리오 - Scene 1,백설은 힘든 일이 있을 때마다 연인에게 먼저 연락하고 위로를 바라게 된다.
26,연인6,행동,2,공통 시나리오 - Scene 2,"처음에는 자연스러운 의지라고 생각했지만, 시간이 지날수록 자신의 기분이 연인의 반응에 크게 흔들리는 것 같아 불안해진다. 힘든일이 있을 때 사람에게 의존하는 자신의 모습이 나약하기만 한 것 같다."
26,연인6,행동,3,세부 시나리오(행동) - Scene 1,백설은 힘들 때마다 연인에게 메시지를 보내려다가 지우기를 반복한다.
26,연인6,행동,4,세부 시나리오(행동) - Scene 2,"참아보려고 연락을 줄이지만 결국 마음이 불안해져 다시 연락하게 되고, 답장이 늦으면 다른 일에 집중하지 못한 채 휴대폰만 확인한다."
27,연인7,인지,1,공통 시나리오 - Scene 1,"백설은 연인에게 먼저 만나자고 말하는 일이 많아졌다고 느낀다. 연인이 거절하는 것은 아니지만, 먼저 데이트를 제안하거나 보고 싶다고 표현하는 일은 줄어든 것 같다."
27,연인7,인지,2,공통 시나리오 - Scene 2,"백설은 자신만 관계를 유지하려고 애쓰는 것 같은 기분이 든다. 자신만 연인과 함께하는 시간이 즐겁고 의미가 있는 것일까 생각이 들면서, 이내 씁쓸해진다."
27,연인7,인지,3,세부 시나리오(인지) - Scene 1,"백설은 최근 데이트 약속을 누가 먼저 잡았는지, 누가 더 자주 보고 싶다고 했는지 떠올려본다. 숫자로 따질 문제는 아니라고 생각하면서도 관계의 균형이 맞는지 계속 계산하게 된다."
27,연인7,인지,4,세부 시나리오(인지) - Scene 2,점점 “내가 먼저 말하지 않으면 이 관계는 유지될까?”라는 생각으로 이어진다. 이런 생각을 하는 자신의 모습이 마음에 들지 않는다.
27,연인7,정서,1,공통 시나리오 - Scene 1,"백설은 연인에게 먼저 만나자고 말하는 일이 많아졌다고 느낀다. 연인이 거절하는 것은 아니지만, 먼저 데이트를 제안하거나 보고 싶다고 표현하는 일은 줄어든 것 같다."
27,연인7,정서,2,공통 시나리오 - Scene 2,"백설은 자신만 관계를 유지하려고 애쓰는 것 같은 기분이 든다. 자신만 연인과 함께하는 시간이 즐겁고 의미가 있는 것일까 생각이 들면서, 이내 씁쓸해진다."
27,연인7,정서,3,세부 시나리오(정서) - Scene 1,"백설은 서운하고 외롭지만, 먼저 만나자고 하는 자신이 초라해 보일까 봐 감정을 숨긴다."
27,연인7,정서,4,세부 시나리오(정서) - Scene 2,"연인이 무심하게 반응하면 속상함이 쌓이고, 결국 ""00이도 바쁠텐데, 우리 이제 서로 바쁘지 않고 여유로운 날에 보든가 하자. ""라고 하게 된다."
27,연인7,행동,1,공통 시나리오 - Scene 1,"백설은 연인에게 먼저 만나자고 말하는 일이 많아졌다고 느낀다. 연인이 거절하는 것은 아니지만, 먼저 데이트를 제안하거나 보고 싶다고 표현하는 일은 줄어든 것 같다."
27,연인7,행동,2,공통 시나리오 - Scene 2,"백설은 자신만 관계를 유지하려고 애쓰는 것 같은 기분이 든다. 자신만 연인과 함께하는 시간이 즐겁고 의미가 있는 것일까 생각이 들면서, 이내 씁쓸해진다."
27,연인7,행동,3,세부 시나리오(행동) - Scene 1,백설은 일부러 먼저 만나자는 말을 하지 않고 연인이 먼저 연락하길 기다린다.
27,연인7,행동,4,세부 시나리오(행동) - Scene 2,"하지만 기다리는 동안 휴대폰을 계속 확인하고, 기대만큼 반응이 없으면 대화를 줄이거나 약속 제안을 미루며 거리를 둔다."
28,연인8,인지,1,공통 시나리오 - Scene 1,연인은 요즘 피곤하다는 이유로 연락이 줄고 답장도 늦어진다.
28,연인8,인지,2,공통 시나리오 - Scene 2,"백설은 일이 힘든 것을 이해하려고 하지만, 대화가 짧아질수록 자신이 연애에서 밀려나는 것처럼 느껴진다. 그럴 거면 왜 연애를 하는지 묻고 싶은 마음이 든다."
28,연인8,인지,3,세부 시나리오(인지) - Scene 1,"백설은 연인이 정말 피곤한 건지, 아니면 관계에 소홀해진 건지 계속 해석한다."
28,연인8,인지,4,세부 시나리오(인지) - Scene 2,"피곤하다는 말이 반복될수록 이전보다 달라진 연락 패턴을 비교하게 되고, 자신이 우선순위에서 밀려난 것은 아닌지 생각한다."
28,연인8,정서,1,공통 시나리오 - Scene 1,연인은 요즘 피곤하다는 이유로 연락이 줄고 답장도 늦어진다.
28,연인8,정서,2,공통 시나리오 - Scene 2,"백설은 일이 힘든 것을 이해하려고 하지만, 대화가 짧아질수록 자신이 연애에서 밀려나는 것처럼 느껴진다. 그럴 거면 왜 연애를 하는지 묻고 싶은 마음이 든다."
28,연인8,정서,3,세부 시나리오(정서) - Scene 1,"백설은 이해하고 싶은 마음과 서운한 마음이 동시에 올라온다. 처음에는 참아보지만, 연락이 계속 줄어들자 외로움과 분노가 쌓인다."
28,연인8,정서,4,세부 시나리오(정서) - Scene 2,연인이 뒤늦게 답하면 반갑기보다 “맨날 피곤하대”라는 마음이 먼저 올라온다. 섭섭한 마음은 하루가 지나가는 동안에도 여전한 것 같다.
28,연인8,행동,1,공통 시나리오 - Scene 1,연인은 요즘 피곤하다는 이유로 연락이 줄고 답장도 늦어진다.
28,연인8,행동,2,공통 시나리오 - Scene 2,"백설은 일이 힘든 것을 이해하려고 하지만, 대화가 짧아질수록 자신이 연애에서 밀려나는 것처럼 느껴진다. 그럴 거면 왜 연애를 하는지 묻고 싶은 마음이 든다."
28,연인8,행동,3,세부 시나리오(행동) - Scene 1,백설은 연인의 답장이 늦어지면 자신도 답장을 늦게 하거나 대화를 짧게 끝낸다.
28,연인8,행동,4,세부 시나리오(행동) - Scene 2,"먼저 연락하고 싶은 마음을 참고 다른 일을 하려 하지만 집중하지 못한다. 결국 감정이 쌓인 뒤 연인은 백설에게 대화를 요청했지만, 백설은 불편한 마음에 대화를 피한다."
29,연인9,인지,1,공통 시나리오 - Scene 1,연인은 평일 내내 일하느라 지쳤다며 주말에는 쉬고 싶어 한다.
29,연인9,인지,2,공통 시나리오 - Scene 2,"백설은 연인이 피곤한 것을 알지만, 자신은 주말을 기다리며 데이트를 기대해왔기 때문에 서운함이 생긴다. 쉬고 싶은 마음과 만나고 싶은 마음 사이에서 자신이 너무 요구가 많은 사람인지 고민하게 된다."
29,연인9,인지,3,세부 시나리오(인지) - Scene 1,백설은 자신이 서운해할 만한 상황인지 계속 판단한다.
29,연인9,인지,4,세부 시나리오(인지) - Scene 2,"연인이 피곤한 것은 사실이지만, 연인이라면 시간을 내야 하는 것 아닌지 생각한다. 그러다 자신이 이해심 없는 사람인지, 아니면 연인이 관계에 노력을 덜 하는 것인지 계속 따지게 된다."
29,연인9,정서,1,공통 시나리오 - Scene 1,연인은 평일 내내 일하느라 지쳤다며 주말에는 쉬고 싶어 한다.
29,연인9,정서,2,공통 시나리오 - Scene 2,"백설은 연인이 피곤한 것을 알지만, 자신은 주말을 기다리며 데이트를 기대해왔기 때문에 서운함이 생긴다. 쉬고 싶은 마음과 만나고 싶은 마음 사이에서 자신이 너무 요구가 많은 사람인지 고민하게 된다."
29,연인9,정서,3,세부 시나리오(정서) - Scene 1,"백설은 서운하고 외롭지만, 피곤한 사람에게 뭐라고 하는 것이 미안해서 감정을 억누른다."
29,연인9,정서,4,세부 시나리오(정서) - Scene 2,"그러나 주말이 반복해서 혼자 보내는 시간처럼 느껴지자 속상함이 커지고, 연인이 쉬고 싶다고 말할 때마다 짜증이 섞여 나온다."
29,연인9,행동,1,공통 시나리오 - Scene 1,연인은 평일 내내 일하느라 지쳤다며 주말에는 쉬고 싶어 한다.
29,연인9,행동,2,공통 시나리오 - Scene 2,"백설은 연인이 피곤한 것을 알지만, 자신은 주말을 기다리며 데이트를 기대해왔기 때문에 서운함이 생긴다. 쉬고 싶은 마음과 만나고 싶은 마음 사이에서 자신이 너무 요구가 많은 사람인지 고민하게 된다."
29,연인9,행동,3,세부 시나리오(행동) - Scene 1,"백설은 만나고 싶다는 말을 참다가, 일부러 주말 약속 이야기를 꺼내지 않는다."
29,연인9,행동,4,세부 시나리오(행동) - Scene 2,"대신 연인이 먼저 제안하길 기다리거나, 서운한 마음에 연락을 줄인다. 그러다 답답함이 커지면 갑자기 데이트 문제를 한꺼번에 꺼내게 된다."
30,연인10,인지,1,공통 시나리오 - Scene 1,"백설은 둘 사이의 기념일이나 특별한 날을 챙기고 싶어 하지만, 연인은 별일 아닌 것처럼 가볍게 넘긴다."
30,연인10,인지,2,공통 시나리오 - Scene 2,"바쁘거나 무심했을 수 있다는 것은 알지만, 자신만 관계의 의미를 더 크게 생각하는 것 같아 마음이 허전해진다."
30,연인10,인지,3,세부 시나리오(인지) - Scene 1,"백설은 연인이 기념일을 잊은 것이 단순한 실수인지, 자신과의 관계를 가볍게 여기는 신호인지 계속 생각한다. 기념일을 중요하게 여기는 자신의 기준이 과한 것인지도 따져본다."
30,연인10,인지,4,세부 시나리오(인지) - Scene 2,그러다 둘이 관계를 생각하는 온도가 다르다는 결론으로 이어진다. 이렇게 생각하려고 하는 자신의 모습이 너무 싫다. 그냥 단순하게 살고 싶다.
30,연인10,정서,1,공통 시나리오 - Scene 1,"백설은 둘 사이의 기념일이나 특별한 날을 챙기고 싶어 하지만, 연인은 별일 아닌 것처럼 가볍게 넘긴다."
30,연인10,정서,2,공통 시나리오 - Scene 2,"바쁘거나 무심했을 수 있다는 것은 알지만, 자신만 관계의 의미를 더 크게 생각하는 것 같아 마음이 허전해진다."
30,연인10,정서,3,세부 시나리오(정서) - Scene 1,"백설은 기대했던 만큼 실망도 크지만, 기념일 때문에 서운하다고 말하는 자신이 유치해 보일까 봐 감정을 숨긴다."
30,연인10,정서,4,세부 시나리오(정서) - Scene 2,"괜찮다고 말하면서도 마음은 허전하고, 연인이 대수롭지 않게 넘기면 서운함이 짜증으로 바뀐다."
30,연인10,행동,1,공통 시나리오 - Scene 1,"백설은 둘 사이의 기념일이나 특별한 날을 챙기고 싶어 하지만, 연인은 별일 아닌 것처럼 가볍게 넘긴다."
30,연인10,행동,2,공통 시나리오 - Scene 2,"바쁘거나 무심했을 수 있다는 것은 알지만, 자신만 관계의 의미를 더 크게 생각하는 것 같아 마음이 허전해진다."
30,연인10,행동,3,세부 시나리오(행동) - Scene 1,"백설은 기념일 이야기를 먼저 꺼내지 않거나, 반대로 연인이 알아차리길 바라며 은근히 힌트를 준다."
30,연인10,행동,4,세부 시나리오(행동) - Scene 2,"기대가 충족되지 않으면 대화를 줄이거나 차갑게 반응하고, 이후에는 자신도 챙기지 않겠다며 거리를 두려 한다. 그러다가 연인과 통화를 하면서 풀어야겠다는 생각이 들어, 통화를 건다."
31,일상1,인지,1,공통 시나리오 - Scene 1,"아침에는 분명 계획이 있었지만, 휴대폰을 보고 작은 집안일을 하다 보니 시간이 훌쩍 지나 있다."
31,일상1,인지,2,공통 시나리오 - Scene 2,"해야 할 일은 그대로 남아 있고, 하루가 끝날 때쯤 “오늘 뭐 한 거지?”라는 기분이 든다."
31,일상1,인지,3,세부 시나리오(인지) - Scene 1,백설은 하루가 끝날 때쯤 자신이 왜 계획대로 움직이지 못했는지 계속 따져본다.
31,일상1,인지,4,세부 시나리오(인지) - Scene 2,"아침에 휴대폰을 본 것이 문제였는지, 집안일을 먼저 한 것이 문제였는지 생각하며 다음에는 더 완벽한 계획을 세워야 한다고 생각한다. 하지만 생각이 많아질수록 오늘 하루를 제대로 쓰지 못했다는 느낌이 커진다."
31,일상1,정서,1,공통 시나리오 - Scene 1,"아침에는 분명 계획이 있었지만, 휴대폰을 보고 작은 집안일을 하다 보니 시간이 훌쩍 지나 있다."
31,일상1,정서,2,공통 시나리오 - Scene 2,"해야 할 일은 그대로 남아 있고, 하루가 끝날 때쯤 “오늘 뭐 한 거지?”라는 기분이 든다."
